rule,entries,pct_durables_entered,pct_knives_entered,win_rate,expectancy_R,med_giveback_atr,med_bars_after_low,med_mfe_R,p75_mfe_R,med_mfe_R_durable
T0_flush_close,28844,0.9646850540439806,0.999675623074012,0.35893080016641243,-0.0473787544202791,0.5321593318615611,0.0,0.9551438600691033,2.351489159023791,3.1061526777394044
T1_reclaim_high,11469,0.7074170704435334,0.20960155700924474,0.6559693032179297,-0.02968342158996124,1.729303117869668,2.0,0.8001870742568183,1.6482505512607482,1.3100556793955664
T2_reclaim_open,13156,0.7501863585538576,0.27599070119478836,0.6063854047890536,-0.035380336709012666,1.5450491767296846,2.0,0.8125412713647812,1.7414305811509168,1.463191321540387
T3_reclaim_vol,3101,0.21515095042862467,0.04281775423041574,0.7017770597738288,-0.025342430968978473,1.9843149573021357,3.0,0.7907661108507944,1.6915012204480906,1.1613888314705239
T4_two_higher,10986,0.6433097279165114,0.22068443531383466,0.6215846994535519,-0.05200149950799431,1.6703784935526556,3.0,0.7576514104968,1.6210500295805004,1.3059032999660092
