feature,offset,auc,p_two_sample,p_one_sample,median_event_z,median_control_z,q_two_sample,q_one_sample
linreg_slope_20,-6,0.5611881345114935,2.1940400693123868e-14,1.974579126967526e-12,0.21328878420814043,-0.04526977089963315,8.827784749468663e-14,5.224805117391829e-12
linreg_slope_20,-5,0.5724830744690568,1.4458550801254882e-19,8.937552565752299e-17,0.24554608462282537,-0.06692563972580204,7.63679440004505e-19,2.8171824677302177e-16
linreg_slope_20,-4,0.5871460969450276,1.4466716565377766e-27,2.6431879121793093e-24,0.3004813525373142,-0.07450896068493007,1.0814463530839772e-26,9.540583281955924e-24
linreg_slope_20,-3,0.6063623001611607,3.0954436602643346e-40,1.7562075369315327e-36,0.3549281353372386,-0.0708713062102223,2.7858992942379012e-39,7.280278516734353e-36
linreg_slope_20,-2,0.6328658881046212,8.660193556659152e-62,7.984843679341539e-57,0.4404882985740439,-0.1023013587296426,9.791028748355139e-61,3.986593486620155e-56
linreg_slope_20,-1,0.6621851814593037,3.7623376843914795e-91,7.56901565869396e-85,0.5405499148389675,-0.11653628822931794,5.41776626552373e-90,5.627398598420292e-84
linreg_slope_20,0,0.7032017135168038,5.736970443788705e-142,3.038824416783e-130,0.679337040266912,-0.13870541893634442,1.1713694876273058e-140,3.997222886691485e-129
linreg_slope_20,1,0.7507868745477033,3.609469042916716e-215,7.677407816930834e-180,0.8935911464341233,-0.14738785093643578,1.0972785890466817e-213,1.75044898226023e-178
linreg_slope_20,2,0.8020832921405524,0.0,1.0929278853322112e-228,1.1112720984984892,-0.16685872573600077,0.0,4.822984990756338e-227
linreg_slope_20,3,0.8488521850628241,0.0,2.0201491876877994e-258,1.3714109121105729,-0.17963134207701567,0.0,2.5123309897790086e-256
